"rt","key_press","time_elapsed","olife","demographics","chosRoomID","chosRoomProb","chosRoomRews","chosRoomPlay","unchosRoomID","unchosRoomProb","unchosRoomRews","unchosRoomPlay","rewVal","rewCol","chosPie"
"343.79499999340624","39","333419","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","15A1"
"316.97499999427237","37","337449","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","20B1,20B2","0.78,0.22,0,0.2,0.65,0.15","0,1,-1","a","10B1,10B2","0.6,0.4,0,0.2,0.73,0.07","1,-1,1","s","","",""
"431.6899999976158","37","339592","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","0","Red2","20B1"
"361.4349999988917","39","343666","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","20B2"
"349.26000000268687","37","347728","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","20B1"
"565.5200000037439","39","352007","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","0","Red2","20B2"
"1354.590000002645","39","357075","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","15B2,15B1","0.2,0.7,0.1,0.7,0.3,0","2,1,2","s","4B2,4B1","0.2,0.7,0.1,0.3,0.7,0","1,2,1","s","","",""
"321.54000000446104","39","359106","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Red2","15B1"
"317.9200000013225","39","363137","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","15B1"
"380.1249999960419","39","367230","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Red2","15B1"
"338.42500000901055","39","371288","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Red2","15B1"
"375.4449999978533","39","375373","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","15A2,15A1","0.1,0.2,0.7,0,0.7,0.3","3,-1,1","a","20A2,20A1","0.15,0.2,0.65,0,0.78,0.22","-1,2,1","a","","",""
"361.8700000079116","37","377445","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Green2","15A2"
"421.4700000011362","39","381580","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Green2","15A1"
"264.8150000022724","39","385557","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Green2","15A1"
"1539.7099999972852","39","392073","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","15A1"
"405.1200000103563","37","396191","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","20A2,20A1","0.15,0.2,0.65,0,0.78,0.22","-1,2,1","a","10A2,10A1","0.07,0.2,0.73,0,0.6,0.4","2,1,2","a","","",""
"438.9799999917159","37","398337","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","20A2"
"2458.1250000046566","37","405489","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","20A2"
"655.2850000007311","37","409862","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Red2","20A2"
"2769.29999999993","37","417765","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","20A2"
"4485.935000004247","39","425965","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","20B2,20B1","0.2,0.65,0.15,0.78,0.22,0","1,0,0","s","15B2,15B1","0.2,0.7,0.1,0.7,0.3,0","1,2,-1","a","","",""
"1385.5400000029476","37","429056","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","0","Green2","20B2"
"5871.980000010808","37","438643","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","0","Blue2","20B2"
"272.1049999963725","39","442628","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Red2","20B1"
"511.9999999878928","39","446854","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","0","Green2","20B1"
"5882.79999999213","37","456453","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","4A2,4A1","0.1,0.2,0.7,0,0.3,0.7","1,-1,1","a","20A2,20A1","0.15,0.2,0.65,0,0.78,0.22","-1,2,1","a","","",""
"2437.245000008261","37","460596","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A2"
"439.04500000644475","39","464753","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A1"
"437.0000000053551","37","468904","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A2"
"359.82499999227","39","472982","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A1"
"321.1299999966286","37","477016","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","15B2,15B1","0.2,0.7,0.1,0.7,0.3,0","1,2,-1","a","4B2,4B1","0.2,0.7,0.1,0.3,0.7,0","1,2,1","s","","",""
"394.270000004326","39","479117","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Red2","15B1"
"360.0000000005821","37","483194","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Red2","15B2"
"735.5050000041956","39","487644","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Red2","15B1"
"856.9699999934528","37","492211","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Red2","15B2"
"1687.5","39","497611","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","20A1,20A2","0,0.78,0.22,0.15,0.2,0.65","-1,2,-1","s","10A1,10A2","0,0.6,0.4,0.07,0.2,0.73","2,1,2","s","","",""
"660.6800000008661","39","499980","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","20A2"
"613.260000012815","37","504307","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","20A1"
"839.2400000011548","39","508864","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","20A2"
"1283.0050000047777","39","513864","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Blue2","20A2"
"170.31000000133645","37","517747","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","15B1,15B2","0.7,0.3,0,0.2,0.7,0.1","2,1,2","a","20B1,20B2","0.78,0.22,0,0.2,0.65,0.15","0,1,-1","a","","",""
"3680.48500000441","37","523137","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","15B1"
"394.719999996596","39","527242","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","15B2"
"2904.385000001639","37","533863","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","15B1"
"441.0700000007637","39","538016","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Red2","15B2"
"918.2699999946635","37","542651","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","4A2,4A1","0.1,0.2,0.7,0,0.3,0.7","1,-1,1","a","15A2,15A1","0.1,0.2,0.7,0,0.7,0.3","3,-1,1","a","","",""
"866.0300000046846","37","545227","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A2"
"396.6550000041025","39","549340","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A1"
"308.23499998950865","37","553364","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Green2","4A2"
"282.9349999956321","37","557358","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A2"
"575.8350000105565","39","562603","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","4B2,4B1","0.2,0.7,0.1,0.3,0.7,0","1,2,1","s","20B2,20B1","0.2,0.65,0.15,0.78,0.22,0","0,1,-1","a","","",""
"1345.164999991539","39","565655","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","4B1"
"1789.1950000048382","37","571158","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","4B2"
"296.7849999986356","39","575170","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","2","Green2","4B1"
"563.3150000066962","39","579450","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Red2","4B1"
"289.8750000022119","37","583455","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","4A1,4A2","0,0.3,0.7,0.1,0.2,0.7","0,-1,1","s","20A1,20A2","0,0.78,0.22,0.15,0.2,0.65","-1,2,-1","a","","",""
"283.7099999887869","37","585446","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A1"
"218.08999999484513","39","589378","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A2"
"380.0150000024587","37","593470","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Green2","4A1"
"426.8749999901047","39","597608","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A2"
"26.840000005904585","39","601347","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","10B2,10B1","0.2,0.73,0.07,0.6,0.4,0","-1,1,1","s","4B2,4B1","0.2,0.7,0.1,0.3,0.7,0","1,2,1","s","","",""
"2893.465000001015","39","605953","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","10B1"
"3609.4149999989895","39","613276","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","10B1"
"2543.0000000051223","39","619530","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Red2","10B1"
"5133.949999988545","39","628374","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Green2","10B1"
"1218.429999993532","39","633307","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","4A1,4A2","0,0.3,0.7,0.1,0.2,0.7","0,-1,1","s","15A1,15A2","0,0.7,0.3,0.1,0.2,0.7","3,-1,1","s","","",""
"2077.6150000019697","37","637093","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","0","Red2","4A1"
"3873.200000001816","39","644679","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-1","Green2","4A2"
"740.2500000025611","37","649133","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A1"
"564.5749999966938","37","653410","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","4A1"
"477.1750000072643","37","657599","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","15A2,15A1","0.1,0.2,0.7,0,0.7,0.3","-1,-2,1","s","20A2,20A1","0.15,0.2,0.65,0,0.78,0.22","-1,2,1","a","","",""
"5523.939999999129","39","664828","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-2","Green2","15A1"
"762.73499999661","39","669304","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","-2","Green2","15A1"
"150.37499999743886","37","673169","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","15A2"
"466.9150000117952","37","677348","1/,1/,2/,1/,1/,1/,1/,1/,2/,2/,1/,2/,2/,1/,2/,1/,2/,1/,2/,2/,2/,1/,1/,1/,1/,1/,1/,2/,2/,1/,1/,2/,1/,1/,2/,1/,2/,2/,2/,2/,2/,2/,1/","1,1,2,32","","","","","","","","","1","Blue2","15A2"
